ward,target
21301009: Ward 9,21.187534558082035
21305001: Ward 1,36.706263601973774
21305002: Ward 2,34.03863180640964
21305003: Ward 3,37.02318029665572
21305004: Ward 4,34.248361319469105
21305005: Ward 5,39.28140514106837
21305006: Ward 6,36.71305856057201
21305007: Ward 7,37.460344481389825
21305008: Ward 8,29.929408919607596
21305009: Ward 9,37.012768229150076
21305010: Ward 10,35.373785472732436
21305011: Ward 11,42.18678125263504
21305012: Ward 12,38.21668779276554
21305013: Ward 13,36.22162239916788
21305014: Ward 14,26.379333328166773
21305015: Ward 15,30.429749720174108
21305016: Ward 16,40.084275569349614
21305017: Ward 17,35.3121746664091
21305018: Ward 18,38.82177690968666
21305019: Ward 19,36.14810352530197
21305020: Ward 20,39.21530260065254
21305021: Ward 21,39.28798137279959
21306001: Ward 1,35.215179513200084
21306002: Ward 2,37.314700218764884
21306003: Ward 3,37.02165289807542
21306004: Ward 4,32.38155323713384
21306005: Ward 5,34.6688631424465
21306006: Ward 6,34.43383582597107
21306007: Ward 7,36.90337032050255
21306008: Ward 8,36.12147198580755
21306009: Ward 9,38.37155356693968
21306010: Ward 10,37.98945429105437
21306011: Ward 11,31.067849020665644
21306012: Ward 12,37.44224240749839
21306013: Ward 13,36.77537156386806
21306014: Ward 14,28.36835287325841
21306015: Ward 15,29.02190434649001
21306016: Ward 16,29.50789468671608
21306017: Ward 17,37.816449659953925
21307001: Ward 1,43.49433611996564
21307002: Ward 2,40.578518241751226
21307003: Ward 3,39.229083071721504
21307004: Ward 4,40.140916675592
21307005: Ward 5,39.534638542268304
21307006: Ward 6,39.377183222065824
21307007: Ward 7,41.82196828670177
21307008: Ward 8,36.59733752943545
21307009: Ward 9,37.27452323958972
21307010: Ward 10,30.192451962052818
21307011: Ward 11,28.886802552843964
21307012: Ward 12,40.292252188552425
21307013: Ward 13,42.58391486083835
21307014: Ward 14,37.92809565302797
21307015: Ward 15,39.51050722862895
21307016: Ward 16,41.72844119828633
21307017: Ward 17,39.303683841517206
21307018: Ward 18,38.5198055595829
21307019: Ward 19,41.04331742867504
21307020: Ward 20,40.237260341466666
21308001: Ward 1,21.204007032237566
21308002: Ward 2,29.66051449796296
21308003: Ward 3,34.45340724132282
21308004: Ward 4,24.314439881130692
21308005: Ward 5,30.824412594962645
21308006: Ward 6,34.00012306134862
21308007: Ward 7,39.0117719548263
21308008: Ward 8,36.149953969869976
21308009: Ward 9,39.082239484753615
21401001: Ward 1,32.7479079123889
21401002: Ward 2,27.406210355221575
21401003: Ward 3,25.854808670072273
21401004: Ward 4,27.08537394924461
21401005: Ward 5,32.14458419350632
21401006: Ward 6,36.969964297620805
21401007: Ward 7,38.362788787582176
21401008: Ward 8,41.48248928387013
21401009: Ward 9,36.70424641926614
21401010: Ward 10,39.233544889191485
21401011: Ward 11,36.176252946532756
21401012: Ward 12,36.89488615888696
21401013: Ward 13,40.562040165793306
21401014: Ward 14,40.48587630654592
21401015: Ward 15,40.89469374816642
21401016: Ward 16,34.47878563040031
21401017: Ward 17,24.901755859528926
21402001: Ward 1,37.65848721035813
21402002: Ward 2,38.858992004887924
21402003: Ward 3,35.421404157654734
21402004: Ward 4,37.44353888469739
21402005: Ward 5,37.64729066082218
21402006: Ward 6,38.20573655472379
21402007: Ward 7,36.310610374890516
21402008: Ward 8,30.85193990045643
21402009: Ward 9,34.26442605603832
21402010: Ward 10,29.97880811308425
21402011: Ward 11,32.33232955895142
21402012: Ward 12,33.66682142068201
21402013: Ward 13,36.19750638766183
21402014: Ward 14,28.91768294741273
21402015: Ward 15,25.098189573696413
21402016: Ward 16,22.49336673535378
21402017: Ward 17,35.04042084266594
21503001: Ward 1,38.750373176268006
21503002: Ward 2,40.27181728732049
21503003: Ward 3,43.459140059965165
21503004: Ward 4,40.319938382859945
21503005: Ward 5,42.105641832330114
21503006: Ward 6,34.17989599269277
21503007: Ward 7,38.89434045134548
21503008: Ward 8,40.87427680411919
21503009: Ward 9,36.620272018742085
21503010: Ward 10,40.7123677607851
21503011: Ward 11,40.05269757018765
21503012: Ward 12,40.79293774854453
21503013: Ward 13,36.78497823064185
21503014: Ward 14,32.034655321756816
21503015: Ward 15,24.6459170905501
21503016: Ward 16,38.77426598296717
21503017: Ward 17,36.61075630046209
21503018: Ward 18,40.43695966463257
21503019: Ward 19,32.20360094897648
21503020: Ward 20,36.07763629667478
21503021: Ward 21,34.60008841100399
21503022: Ward 22,35.747993672004256
21503023: Ward 23,38.33863163171556
21503024: Ward 24,40.73995200061559
21503025: Ward 25,42.23124916012983
21503026: Ward 26,41.3922667520205
21503027: Ward 27,38.43587465859484
21503028: Ward 28,40.74664858949819
21503029: Ward 29,40.67095845813626
21503030: Ward 30,40.716001329515876
21503031: Ward 31,40.65982204620981
21504001: Ward 1,39.68616494901299
21504002: Ward 2,38.043358101320266
21504003: Ward 3,39.40934909077719
21504004: Ward 4,39.4956179137658
21504005: Ward 5,33.80041150781718
21504006: Ward 6,25.889156641808448
21504007: Ward 7,42.66967312467938
21504008: Ward 8,42.52686372842063
21504009: Ward 9,38.25931656509934
21504010: Ward 10,39.55502527418559
21504011: Ward 11,42.14246999061092
21504012: Ward 12,41.206631962234695
21504013: Ward 13,39.37776419087885
21504014: Ward 14,39.612638111630744
21504015: Ward 15,34.96901190166475
21504016: Ward 16,41.32634015573701
21504017: Ward 17,39.808175189831005
21504018: Ward 18,42.749511139953675
21504019: Ward 19,39.67208008971399
21504020: Ward 20,40.320137723647974
21505001: Ward 1,38.51566241450662
21505002: Ward 2,42.61969038625844
21505003: Ward 3,38.82709923885575
21505004: Ward 4,42.3267285267503
21505005: Ward 5,44.00817237651341
21505006: Ward 6,41.22520972590276
21505007: Ward 7,31.486317599602764
21505008: Ward 8,38.496486011599
21505009: Ward 9,34.96249923009755
21505010: Ward 10,34.48745696479284
21505011: Ward 11,32.94807357058683
21505012: Ward 12,31.993424173664028
21505013: Ward 13,35.642478019171136
21505014: Ward 14,37.886689757760216
21505015: Ward 15,36.87776283420299
21505016: Ward 16,41.87282322207501
21505017: Ward 17,42.72043330908383
21505018: Ward 18,41.20579602680213
21505019: Ward 19,40.03852435878811
21505020: Ward 20,38.25531743644874
21505021: Ward 21,33.93355477059917
21505022: Ward 22,42.94234131091568
21505023: Ward 23,45.488801997488295
21505024: Ward 24,42.11536184560227
21505025: Ward 25,40.771207380419824
21505026: Ward 26,41.78316445995357
21505027: Ward 27,40.78764608976866
21505028: Ward 28,41.514833334506235
21505029: Ward 29,38.11477263895618
21505030: Ward 30,35.670393496419294
21505031: Ward 31,41.7939738303224
21506001: Ward 1,40.6506379114828
21506002: Ward 2,32.09404402335469
21506003: Ward 3,38.044534146253
21506004: Ward 4,38.21962755574185
21506005: Ward 5,37.64253920357984
21506006: Ward 6,32.266807548349
21506007: Ward 7,39.64284094229904
21506008: Ward 8,40.68972687050541
21506009: Ward 9,37.66618471660408
21506010: Ward 10,42.7175526675186
21506011: Ward 11,42.1646304172819
21506012: Ward 12,36.125820950384615
21506013: Ward 13,41.440875137404035
21506014: Ward 14,35.32974365902747
21506015: Ward 15,30.805851770290936
21506016: Ward 16,40.85260788610121
21506017: Ward 17,39.112692973379524
21506018: Ward 18,35.29485366407616
21506019: Ward 19,38.41663078365679
21506020: Ward 20,38.475464469657226
21506021: Ward 21,38.45025700129254
21506022: Ward 22,37.32147820744408
21506023: Ward 23,38.813082047988644
21506024: Ward 24,42.63040041024928
21506025: Ward 25,40.54812555064385
21506026: Ward 26,37.400223371830016
21507001: Ward 1,26.011369356393523
21507002: Ward 2,26.087623470590426
21507003: Ward 3,26.47207016856845
21507004: Ward 4,24.856965385521764
21507005: Ward 5,18.028324461177224
21507006: Ward 6,15.355429765043008
21507007: Ward 7,21.305644730847316
21507008: Ward 8,20.328390947353306
21507009: Ward 9,23.42837835090976
21507010: Ward 10,34.446134792626665
21507011: Ward 11,33.4690676939267
21507012: Ward 12,31.63282371655205
21507013: Ward 13,23.494271623734893
21507014: Ward 14,33.64578148181638
21507015: Ward 15,39.914109312668614
21507016: Ward 16,39.350617071070246
21507017: Ward 17,41.137116617974954
21507018: Ward 18,38.53264232034999
21507019: Ward 19,38.8348637950958
21507020: Ward 20,38.84562477977179
21507021: Ward 21,37.9868428410863
21507022: Ward 22,39.697195974463966
21507023: Ward 23,37.491673468540455
21507024: Ward 24,37.76626666582738
21507025: Ward 25,42.45676482012779
21507026: Ward 26,39.34936333860699
21507027: Ward 27,43.57672346998721
21507028: Ward 28,37.10135791116221
21507029: Ward 29,35.88276966091434
21507030: Ward 30,30.411359906896887
21507031: Ward 31,40.94388447531978
21507032: Ward 32,35.477447672073595
21507033: Ward 33,31.13968255242023
21507034: Ward 34,39.90712874068447
21507035: Ward 35,37.56790204431769
24401001: Ward 1,32.60725858370808
24401002: Ward 2,34.506331499501044
24401003: Ward 3,36.849322258920445
24401004: Ward 4,38.107395994862884
24401005: Ward 5,36.92783666986426
24401006: Ward 6,36.18222357102538
24401007: Ward 7,37.389036839360166
24401008: Ward 8,35.67715555145913
24401009: Ward 9,41.46471785114836
24401010: Ward 10,38.0339980850655
24401011: Ward 11,38.935201170739276
24401012: Ward 12,36.56766652751482
24401013: Ward 13,34.98920280989705
24401014: Ward 14,38.55588057849744
24401015: Ward 15,40.669340581037346
24401016: Ward 16,39.58515290921099
24401017: Ward 17,37.67935226103644
24401018: Ward 18,37.40185109237526
24401019: Ward 19,16.064182089748318
24401020: Ward 20,28.991950418947635
24401021: Ward 21,36.18094235567276
24401022: Ward 22,38.44325606131935
24401023: Ward 23,37.88671173978378
24401024: Ward 24,37.40260479801641
24401025: Ward 25,37.13957993102265
24401026: Ward 26,22.82483782752417
24402001: Ward 1,37.09651042179066
24402002: Ward 2,43.51237481528074
24402003: Ward 3,38.99339655926095
24402004: Ward 4,38.61726274088038
24402005: Ward 5,41.16189974571647
24402006: Ward 6,40.44908556935048
24402007: Ward 7,30.121196020617667
24402008: Ward 8,37.41922011275144
24402009: Ward 9,37.51175393821171
24402010: Ward 10,42.42849574609865
24402011: Ward 11,41.12301203077338
24402012: Ward 12,39.43170966063365
24402013: Ward 13,40.964153556433715
24402014: Ward 14,39.689159344070134
24402015: Ward 15,38.29139737158311
24402016: Ward 16,33.37208115143361
24402017: Ward 17,35.55702942661755
24402018: Ward 18,25.865904698084485
24402019: Ward 19,37.84562771128235
24402020: Ward 20,36.7948010929679
24402021: Ward 21,39.74265756949889
24402022: Ward 22,35.00761903361726
24402023: Ward 23,40.019635153907565
24402024: Ward 24,39.88776525042732
24402025: Ward 25,36.30588588637457
24402026: Ward 26,40.69059402428783
24402027: Ward 27,33.55625757632563
24403001: Ward 1,30.94088046239953
24403002: Ward 2,42.99173828271739
24403003: Ward 3,40.57877828625721
24403004: Ward 4,42.13520180026813
24403005: Ward 5,42.66546301966112
24403006: Ward 6,39.62996750027329
24403007: Ward 7,37.97847158699665
24403008: Ward 8,39.22353553378983
24403009: Ward 9,39.78659794290291
24403010: Ward 10,41.19569779344287
24403011: Ward 11,41.37526565099517
24403012: Ward 12,42.724578446740935
24403013: Ward 13,34.27489900135444
24403014: Ward 14,40.71535864202653
24403015: Ward 15,43.08971317757498
24403016: Ward 16,41.72073930842457
24403017: Ward 17,37.13179829956792
24403018: Ward 18,38.710545543926195
24403019: Ward 19,40.30379420090472
24403020: Ward 20,40.66131566635162
24403021: Ward 21,40.92913321674791
24403022: Ward 22,38.115105414858235
24403023: Ward 23,34.789230128701
24403024: Ward 24,27.152149585502833
24403025: Ward 25,44.055158017241176
24403026: Ward 26,38.89445188643243
24403027: Ward 27,42.58825538511793
24403028: Ward 28,42.219737448381125
24403029: Ward 29,37.43615912564815
24403030: Ward 30,38.23316376253312
24403031: Ward 31,40.75490644837747
24404001: Ward 1,40.52604454544043
24404002: Ward 2,41.50943502148519
24404003: Ward 3,43.042430293460086
24404004: Ward 4,40.32308958609849
24404005: Ward 5,42.13271543410671
24404006: Ward 6,42.8354811433579
24404007: Ward 7,40.489724838313805
24404008: Ward 8,35.96336381751293
24404009: Ward 9,33.20685484491073
24404010: Ward 10,38.846818018887205
24404011: Ward 11,38.85566317897394
24404012: Ward 12,38.54310331529938
24404013: Ward 13,37.71536269557511
24404014: Ward 14,40.66432861472797
24404015: Ward 15,42.749385073928806
24404016: Ward 16,42.427841988894045
24404017: Ward 17,44.6782603471664
29200001: Ward 1,21.62347989485712
29200002: Ward 2,24.904269504558844
29200003: Ward 3,18.05357316681775
29200004: Ward 4,7.527901881030171
29200005: Ward 5,28.23986019906482
29200006: Ward 6,24.919722209651514
29200007: Ward 7,26.890676110080104
29200008: Ward 8,26.497004906043234
29200009: Ward 9,18.24525630534673
29200010: Ward 10,18.83280471684042
29200011: Ward 11,26.46356191122215
29200012: Ward 12,23.976274802242557
29200013: Ward 13,24.494286534254314
29200014: Ward 14,26.33660083011796
29200015: Ward 15,16.045127372050032
29200016: Ward 16,16.587804221758596
29200017: Ward 17,25.812713896096295
29200018: Ward 18,9.299433392112581
29200019: Ward 19,18.96862688912583
29200020: Ward 20,24.39324995834383
29200021: Ward 21,23.319862148236794
29200022: Ward 22,23.086461811285982
29200023: Ward 23,22.7406701442633
29200024: Ward 24,28.443789456997344
29200025: Ward 25,23.46823605014284
29200026: Ward 26,29.498123638215507
29200027: Ward 27,9.084968747512894
29200028: Ward 28,16.290183067174095
29200029: Ward 29,17.813508696567396
29200030: Ward 30,24.599535650002025
29200031: Ward 31,18.716026046019348
29200032: Ward 32,33.38403453373442
29200033: Ward 33,32.20255439371304
29200034: Ward 34,27.248023158294558
29200035: Ward 35,17.69207026087128
29200036: Ward 36,27.925025210089764
29200037: Ward 37,15.402546019687446
29200038: Ward 38,29.846327919492783
29200039: Ward 39,21.295349562282443
29200040: Ward 40,29.239468102503125
29200041: Ward 41,20.166267587536815
29200042: Ward 42,26.293871349196632
29200043: Ward 43,21.58365805492254
29200044: Ward 44,19.671006463179065
29200045: Ward 45,22.195808514001197
29200046: Ward 46,17.04988718810547
29200047: Ward 47,19.930630682667527
29200048: Ward 48,24.729258118983154
29200049: Ward 49,34.65592061952036
29200050: Ward 50,27.13823472249336
29300001: Ward 1,8.659728369318648
29300002: Ward 2,10.480914463527029
29300003: Ward 3,7.923336834033929
29300004: Ward 4,20.313413619163896
29300005: Ward 5,13.380810483562417
29300006: Ward 6,6.732954698731628
29300007: Ward 7,10.250306248155537
29300008: Ward 8,6.497627513736898
29300009: Ward 9,7.120174047018629
29300010: Ward 10,14.122176285989331
29300011: Ward 11,13.380391473563032
29300012: Ward 12,10.584659934638427
29300013: Ward 13,22.02050971431665
29300014: Ward 14,21.76981530694014
29300015: Ward 15,23.538084534188524
29300016: Ward 16,22.893034641321904
29300017: Ward 17,22.937981874458714
29300018: Ward 18,24.032492577407318
29300019: Ward 19,24.997542137562746
29300020: Ward 20,23.251174679231134
29300021: Ward 21,21.610537148832034
29300022: Ward 22,22.372668396156513
29300023: Ward 23,20.579743384818656
29300024: Ward 24,23.354217899120357
29300025: Ward 25,21.625893349994822
29300026: Ward 26,22.537825565094156
29300027: Ward 27,24.130183521853827
29300028: Ward 28,20.525485448886432
29300029: Ward 29,16.109549734104085
29300030: Ward 30,19.94214672427164
29300031: Ward 31,15.956130189792097
29300032: Ward 32,19.375127693672376
29300033: Ward 33,22.966180894582873
29300034: Ward 34,17.998473700558574
29300035: Ward 35,17.165851179851398
29300036: Ward 36,17.716958297271333
29300037: Ward 37,20.638110028507825
29300038: Ward 38,21.633520892813205
29300039: Ward 39,6.6105690336169545
29300040: Ward 40,16.06738018539526
29300041: Ward 41,19.206580545183954
29300042: Ward 42,25.461500623711764
29300043: Ward 43,23.364736599796178
29300044: Ward 44,23.545847009133343
29300045: Ward 45,21.309938433245048
29300046: Ward 46,21.07187849753591
29300047: Ward 47,23.838640016889848
29300048: Ward 48,15.986932326066622
29300049: Ward 49,15.592224590841157
29300050: Ward 50,22.932704443331566
29300051: Ward 51,6.863278135296472
29300052: Ward 52,12.309321517534803
29300053: Ward 53,15.44666406115554
29300054: Ward 54,24.435072073720203
29300055: Ward 55,23.859287359320398
29300056: Ward 56,23.382420936168025
29300057: Ward 57,23.797202861580647
29300058: Ward 58,20.570781768610885
29300059: Ward 59,16.231771888139736
29300060: Ward 60,16.735160413267064
10101001: Ward 1,17.070091705799378
10101002: Ward 2,15.190714969965706
10101003: Ward 3,19.021625841307035
10101004: Ward 4,17.598817483236168
10101005: Ward 5,10.898029146401205
10101006: Ward 6,17.56869214981092
10101007: Ward 7,14.879004217755345
10101008: Ward 8,15.34195943852667
10102001: Ward 1,18.543205923374774
10102002: Ward 2,14.346748463590822
10102003: Ward 3,16.418325416792154
10102004: Ward 4,16.003710083615957
10102005: Ward 5,13.806115171411022
10102006: Ward 6,22.987453599615336
10103001: Ward 1,12.887701741706248
10103002: Ward 2,20.169881807080966
10103003: Ward 3,12.122990943673885
10103004: Ward 4,17.52827883869986
10103005: Ward 5,15.493643547956815
10103006: Ward 6,11.60980710956821
10103007: Ward 7,12.577484201662871
10104001: Ward 1,17.326426644627215
10104002: Ward 2,18.530844970198054
10104003: Ward 3,11.810206230180832
10104004: Ward 4,18.11338177690105
10104005: Ward 5,7.700754968096128
10104006: Ward 6,8.665632879892831
10104007: Ward 7,17.1316950943964
10104008: Ward 8,6.205685505167828
10104009: Ward 9,16.486287427681653
10104010: Ward 10,9.733292604718432
10104011: Ward 11,10.236052965999795
10104012: Ward 12,18.77993980242658
10104013: Ward 13,11.539860585203742
10105001: Ward 1,15.809613145154628
10105002: Ward 2,14.294469673136103
10105003: Ward 3,13.606607712397667
10105004: Ward 4,15.596410656245924
10105005: Ward 5,10.724326380347257
10105006: Ward 6,15.728554592889662
10105007: Ward 7,16.82945326388177
10105008: Ward 8,10.456227870417239
10105009: Ward 9,20.860900193784133
10105010: Ward 10,8.492312399805353
10105011: Ward 11,18.421872422521176
10105012: Ward 12,16.48405127541274
10202001: Ward 1,23.855837050342057
10202002: Ward 2,14.677839411822028
10202003: Ward 3,13.28067656409495
10202004: Ward 4,13.629715412178903
10202005: Ward 5,12.242830945241199
10202006: Ward 6,17.41851556791668
10202007: Ward 7,15.667851041478661
10202008: Ward 8,14.577096663328446
10202009: Ward 9,11.875642255329765
10202010: Ward 10,18.11215184816512
10202011: Ward 11,16.172669812533
10202012: Ward 12,16.583935117636166
10203001: Ward 1,13.859861495157263
10203002: Ward 2,5.360561129588145
10203003: Ward 3,14.387598723151203
10203004: Ward 4,8.107465409871889
10203005: Ward 5,20.702384579288815
10203006: Ward 6,21.72796849349191
10203007: Ward 7,15.662131283699626
10203008: Ward 8,22.02914751475015
10203009: Ward 9,22.62764655215618
10203010: Ward 10,16.43766246534615
10203011: Ward 11,14.505586304706245
10203012: Ward 12,22.7141071514172
10203013: Ward 13,17.291840190172348
10203014: Ward 14,20.79690257700205
10203015: Ward 15,5.537268109403506
10203016: Ward 16,25.379176000488197
10203017: Ward 17,11.632232461647279
10203018: Ward 18,13.707429743606767
10203019: Ward 19,9.31697734120698
10203020: Ward 20,15.941889507313036
10203021: Ward 21,20.935793755471487
10203022: Ward 22,10.193638170789276
10203023: Ward 23,13.361466145657158
10203024: Ward 24,23.753984413839504
10203025: Ward 25,16.50869080208775
10203026: Ward 26,15.405678429488704
10203027: Ward 27,18.28719032738099
10203028: Ward 28,12.787194254975088
10203029: Ward 29,11.568045545385447
10203030: Ward 30,18.789687863225357
10203031: Ward 31,17.06702020447803
10204001: Ward 1,17.321385231224898
10204002: Ward 2,19.291392614282145
10204003: Ward 3,14.673310953095637
10204004: Ward 4,12.418118106778644
10204005: Ward 5,15.950570717724984
10204006: Ward 6,12.164301754216647
10204007: Ward 7,19.18818344114503
10204008: Ward 8,16.202192402908835
10204009: Ward 9,18.559188646205342
10204010: Ward 10,22.934566439546263
10204011: Ward 11,16.277807195230785
10204012: Ward 12,23.345169197983893
10204013: Ward 13,15.926487517361235
10204014: Ward 14,22.90001757184677
10204015: Ward 15,24.34755270352862
10204016: Ward 16,18.2456563634991
10204017: Ward 17,10.496674108625704
10204018: Ward 18,20.852144102189758
10204019: Ward 19,14.953643524909777
10204020: Ward 20,14.122804472705605
10204021: Ward 21,8.721750136517663
10204022: Ward 22,8.495401172345359
10205001: Ward 1,19.363062137411713
10205002: Ward 2,20.920687779791216
10205003: Ward 3,21.60530646370914
10205004: Ward 4,20.06875620444302
10205005: Ward 5,16.569869389709176
10205006: Ward 6,8.52743091314018
10205007: Ward 7,7.8349371510300685
10205008: Ward 8,19.539488350149668
10205009: Ward 9,18.026722545855623
10205010: Ward 10,18.225808004383406
10205011: Ward 11,15.501814733729795
10205012: Ward 12,12.91549733569381
10205013: Ward 13,13.570668739484265
10205014: Ward 14,15.11772432884286
10205015: Ward 15,8.83548284931962
10205016: Ward 16,23.25689676570524
10205017: Ward 17,26.120136315954696
10205018: Ward 18,20.74405010036524
10205019: Ward 19,18.511616917135
10205020: Ward 20,18.199472535866192
10205021: Ward 21,17.829788232975535
10206001: Ward 1,11.79903737717849
10206002: Ward 2,15.76649721074959
10206003: Ward 3,16.63434226856817
10206004: Ward 4,22.247270548214093
10206005: Ward 5,14.354778700922903
10206006: Ward 6,14.30812710215668
10206007: Ward 7,12.925242996511328
10206008: Ward 8,14.363003534975292
10206009: Ward 9,16.133385122402032
10206010: Ward 10,27.234667044336135
10206011: Ward 11,15.1657855373662
10206012: Ward 12,17.339793186040254
10304001: Ward 1,10.83326603774237
10304002: Ward 2,15.775545673155456
10304003: Ward 3,15.43177458034492
10304004: Ward 4,11.219113391453892
10304005: Ward 5,18.97046368488891
10301001: Ward 1,14.983930367286694
10301002: Ward 2,18.843849178445282
